BBDD;ID_ANYO;EDAD;SEX;POLIZAS;EXPOSICION;SINIESTROS
Rentas;2009;41;M;2;1,3452054795;0
Rentas;2009;41;V;4;2,3890410959;0
Rentas;2009;42;M;4;2,6767123288;1
Rentas;2009;42;V;3;2,1835616438;0
Rentas;2009;43;M;6;4,3424657534;0
Rentas;2009;43;V;8;7,0630136986;0
Rentas;2009;44;M;5;4,9260273973;0
Rentas;2009;44;V;4;4,0000000000;0
Rentas;2009;45;M;4;2,7808219178;0
Rentas;2009;45;V;1;1,0000000000;0
Rentas;2009;46;M;1;0,5452054795;0
Rentas;2009;46;V;1;1,0000000000;0
Rentas;2009;47;M;5;5,0000000000;0
Rentas;2009;47;V;2;2,0000000000;0
Rentas;2009;48;M;8;6,7534246575;0
Rentas;2009;48;V;13;12,775342466;0
Rentas;2009;49;M;7;7,0000000000;0
Rentas;2009;49;V;12;4,1095890411;0
Rentas;2009;50;M;5;4,2465753425;0
Rentas;2009;50;V;8;6,6027397260;0
Rentas;2009;51;M;8;5,3452054795;0
Rentas;2009;51;V;5;4,5863013699;0
Rentas;2009;52;M;6;4,8520547945;0
Rentas;2009;52;V;18;14,671232877;0
Rentas;2009;53;M;6;4,1369863014;0
Rentas;2009;53;V;6;4,6301369863;0
Rentas;2009;54;M;9;7,7561643836;0
Rentas;2009;54;V;26;22,821917808;0
Rentas;2009;55;M;12;10,495890411;0
Rentas;2009;55;V;10;9,4465753425;0
Rentas;2009;56;M;18;16,082191781;0
Rentas;2009;56;V;12;10,991780822;0
Rentas;2009;57;M;17;14,953424658;0
Rentas;2009;57;V;17;16,235616438;0
Rentas;2009;58;M;21;15,835616438;0
Rentas;2009;58;V;31;28,098630137;0
Rentas;2009;59;M;18;15,397260274;0
Rentas;2009;59;V;22;17,293150685;0
Rentas;2009;60;M;26;24,323287671;0
Rentas;2009;60;V;24;19,421917808;0
Rentas;2009;61;M;40;29,997260274;0
Rentas;2009;61;V;34;31,539726027;0
Rentas;2009;62;M;37;26,923287671;0
Rentas;2009;62;V;55;36,728767123;5
Rentas;2009;63;M;73;61,109589041;0
Rentas;2009;63;V;52;44,126027397;1
Rentas;2009;64;M;82;67,572602740;1
Rentas;2009;64;V;70;60,304109589;0
Rentas;2009;65;M;97;81,687671233;0
Rentas;2009;65;V;106;89,635616438;0
Rentas;2009;66;M;125;102,66849315;0
Rentas;2009;66;V;84;72,087671233;0
Rentas;2009;67;M;72;63,802739726;0
Rentas;2009;67;V;145;124,51506849;4
Rentas;2009;68;M;136;116,95616438;0
Rentas;2009;68;V;112;94,172602740;0
Rentas;2009;69;M;185;163,14520548;1
Rentas;2009;69;V;142;116,56986301;0
Rentas;2009;70;M;140;113,02739726;3
Rentas;2009;70;V;112;93,542465753;0
Rentas;2009;71;M;170;142,58904110;0
Rentas;2009;71;V;126;100,56164384;7
Rentas;2009;72;M;203;179,24657534;2
Rentas;2009;72;V;151;113,05479452;1
Rentas;2009;73;M;277;246,19726027;0
Rentas;2009;73;V;193;165,03835616;5
Rentas;2009;74;M;241;203,83013699;1
Rentas;2009;74;V;256;211,93972603;1
Rentas;2009;75;M;293;263,69041096;0
Rentas;2009;75;V;199;174,46301370;0
Rentas;2009;76;M;301;264,83013699;3
Rentas;2009;76;V;252;223,61917808;3
Rentas;2009;77;M;368;298,42191781;2
Rentas;2009;77;V;223;194,65205479;7
Rentas;2009;78;M;364;325,11780822;3
Rentas;2009;78;V;229;199,56986301;1
Rentas;2009;79;M;410;362,16712329;2
Rentas;2009;79;V;198;159,21917808;2
Rentas;2009;80;M;300;266,66849315;4
Rentas;2009;80;V;202;176,84931507;2
Rentas;2009;81;M;381;330,20547945;6
Rentas;2009;81;V;216;180,71506849;7
Rentas;2009;82;M;345;295,70410959;15
Rentas;2009;82;V;166;142,19452055;12
Rentas;2009;83;M;379;330,27671233;9
Rentas;2009;83;V;193;158,57260274;9
Rentas;2009;84;M;357;308,85753425;13
Rentas;2009;84;V;149;122,58082192;8
Rentas;2009;85;M;340;287,68219178;16
Rentas;2009;85;V;141;120,53972603;11
Rentas;2009;86;M;345;301,04931507;24
Rentas;2009;86;V;158;132,89863014;14
Rentas;2009;87;M;258;224,33424658;7
Rentas;2009;87;V;124;101,78630137;15
Rentas;2009;88;M;217;178,84931507;28
Rentas;2009;88;V;100;86,610958904;13
Rentas;2009;89;M;211;182,07397260;23
Rentas;2009;89;V;82;60,978082192;15
Rentas;2009;90;M;155;126,03013699;22
Rentas;2009;90;V;49;35,002739726;10
Rentas;2009;91;M;128;113,67671233;11
Rentas;2009;91;V;58;47,665753425;8
Rentas;2009;92;M;121;108,12328767;15
Rentas;2009;92;V;34;24,747945205;7
Rentas;2009;93;M;94;82,736986301;9
Rentas;2009;93;V;22;17,126027397;3
Rentas;2009;94;M;77;68,041095890;6
Rentas;2009;94;V;25;21,936986301;1
Rentas;2009;95;M;38;29,380821918;7
Rentas;2009;95;V;23;15,975342466;2
Rentas;2009;96;M;18;13,317808219;3
Rentas;2009;96;V;16;13,813698630;2
Rentas;2009;97;M;22;20,684931507;0
Rentas;2009;97;V;8;6,2575342466;2
Rentas;2009;98;M;10;7,4849315068;4
Rentas;2009;98;V;3;2,8438356164;0
Rentas;2009;99;M;7;6,9479452055;0
Rentas;2009;99;V;3;2,8794520548;1
Rentas;2009;100;M;6;4,5205479452;1
Rentas;2009;100;V;6;5,2493150685;0
Rentas;2009;101;M;1;1,0000000000;0
Rentas;2009;102;M;3;1,8027397260;3
Rentas;2009;103;M;2;2,0000000000;0
Rentas;2010;18;V;1;0,0794520548;0
Rentas;2010;35;M;1;1,0000000000;0
Rentas;2010;35;V;2;2,0000000000;0
Rentas;2010;37;V;2;0,1205479452;0
Rentas;2010;38;V;2;1,7013698630;0
Rentas;2010;39;M;2;2,0000000000;0
Rentas;2010;39;V;1;1,0000000000;0
Rentas;2010;40;V;1;0,8958904110;0
Rentas;2010;42;M;2;2,0000000000;0
Rentas;2010;42;V;1;0,0904109589;0
Rentas;2010;43;M;2;1,4410958904;0
Rentas;2010;43;V;3;2,8438356164;0
Rentas;2010;44;M;6;5,5698630137;0
Rentas;2010;44;V;7;6,3671232877;0
Rentas;2010;45;M;6;4,8493150685;0
Rentas;2010;45;V;5;4,3479452055;0
Rentas;2010;46;M;2;2,0000000000;0
Rentas;2010;46;V;2;1,2383561644;0
Rentas;2010;47;M;1;1,0000000000;0
Rentas;2010;47;V;2;1,7041095890;0
Rentas;2010;48;M;5;5,0000000000;0
Rentas;2010;48;V;2;2,0000000000;0
Rentas;2010;49;M;9;7,2082191781;0
Rentas;2010;49;V;14;13,904109589;0
Rentas;2010;50;M;7;5,1095890411;0
Rentas;2010;50;V;16;14,750684932;0
Rentas;2010;51;M;7;5,0520547945;0
Rentas;2010;51;V;8;6,4767123288;0
Rentas;2010;52;M;9;7,1698630137;0
Rentas;2010;52;V;6;4,8082191781;0
Rentas;2010;53;M;13;7,7671232877;0
Rentas;2010;53;V;20;18,660273973;0
Rentas;2010;54;M;7;5,6219178082;0
Rentas;2010;54;V;12;8,4657534247;0
Rentas;2010;55;M;10;8,5397260274;0
Rentas;2010;55;V;25;21,504109589;0
Rentas;2010;56;M;23;18,536986301;1
Rentas;2010;56;V;15;13,273972603;0
Rentas;2010;57;M;22;16,241095890;0
Rentas;2010;57;V;17;15,739726027;0
Rentas;2010;58;M;21;18,769863014;0
Rentas;2010;58;V;28;18,460273973;0
Rentas;2010;59;M;27;24,191780822;0
Rentas;2010;59;V;40;32,271232877;0
Rentas;2010;60;M;31;23,526027397;0
Rentas;2010;60;V;48;29,887671233;0
Rentas;2010;61;M;39;30,775342466;0
Rentas;2010;61;V;49;38,879452055;0
Rentas;2010;62;M;65;47,882191781;0
Rentas;2010;62;V;54;39,419178082;0
Rentas;2010;63;M;53;38,290410959;0
Rentas;2010;63;V;68;53,802739726;0
Rentas;2010;64;M;88;75,758904110;0
Rentas;2010;64;V;75;59,542465753;0
Rentas;2010;65;M;129;93,550684932;3
Rentas;2010;65;V;102;76,515068493;0
Rentas;2010;66;M;130;104,18630137;0
Rentas;2010;66;V;143;113,18356164;0
Rentas;2010;67;M;166;132,60821918;3
Rentas;2010;67;V;119;88,405479452;1
Rentas;2010;68;M;98;77,273972603;0
Rentas;2010;68;V;158;137,63013699;3
Rentas;2010;69;M;163;140,37808219;1
Rentas;2010;69;V;140;112,18630137;2
Rentas;2010;70;M;256;201,36164384;7
Rentas;2010;70;V;181;139,16986301;3
Rentas;2010;71;M;165;135,33150685;2
Rentas;2010;71;V;162;123,23013699;8
Rentas;2010;72;M;238;187,06849315;6
Rentas;2010;72;V;168;131,75068493;3
Rentas;2010;73;M;244;210,47671233;3
Rentas;2010;73;V;193;152,39178082;0
Rentas;2010;74;M;356;289,89863014;4
Rentas;2010;74;V;225;192,14246575;3
Rentas;2010;75;M;306;259,00273973;1
Rentas;2010;75;V;306;252,91506849;5
Rentas;2010;76;M;377;308,13698630;1
Rentas;2010;76;V;263;211,80000000;2
Rentas;2010;77;M;397;325,21369863;7
Rentas;2010;77;V;335;263,81917808;3
Rentas;2010;78;M;490;396,35342466;2
Rentas;2010;78;V;292;234,84383562;3
Rentas;2010;79;M;446;377,69589041;4
Rentas;2010;79;V;273;234,97808219;2
Rentas;2010;80;M;509;427,92876712;1
Rentas;2010;80;V;252;206,25753425;4
Rentas;2010;81;M;443;340,61917808;6
Rentas;2010;81;V;248;208,16712329;6
Rentas;2010;82;M;501;404,09315068;5
Rentas;2010;82;V;252;201,99726027;9
Rentas;2010;83;M;426;350,10410959;7
Rentas;2010;83;V;200;156,20547945;5
Rentas;2010;84;M;465;388,73424658;5
Rentas;2010;84;V;246;197,73698630;8
Rentas;2010;85;M;477;373,39178082;26
Rentas;2010;85;V;179;139,46301370;16
Rentas;2010;86;M;408;340,25753425;18
Rentas;2010;86;V;172;138,27397260;8
Rentas;2010;87;M;405;337,63287671;15
Rentas;2010;87;V;201;157,77534247;17
Rentas;2010;88;M;299;250,16986301;14
Rentas;2010;88;V;146;115,64657534;10
Rentas;2010;89;M;231;189,15068493;9
Rentas;2010;89;V;112;94,589041096;3
Rentas;2010;90;M;231;195,95068493;16
Rentas;2010;90;V;87;63,101369863;21
Rentas;2010;91;M;148;118,84383562;16
Rentas;2010;91;V;42;28,345205479;9
Rentas;2010;92;M;136;116,03561644;7
Rentas;2010;92;V;52;44,912328767;8
Rentas;2010;93;M;119;105,61369863;6
Rentas;2010;93;V;26;18,087671233;8
Rentas;2010;94;M;85;72,638356164;21
Rentas;2010;94;V;22;16,843835616;4
Rentas;2010;95;M;74;60,309589041;14
Rentas;2010;95;V;25;21,547945205;2
Rentas;2010;96;M;29;24,728767123;7
Rentas;2010;96;V;20;17,347945205;5
Rentas;2010;97;M;12;10,528767123;2
Rentas;2010;97;V;14;12,534246575;3
Rentas;2010;98;M;19;17,328767123;4
Rentas;2010;98;V;5;5,0000000000;0
Rentas;2010;99;M;5;4,3013698630;0
Rentas;2010;99;V;2;1,1698630137;1
Rentas;2010;100;M;7;5,1205479452;0
Rentas;2010;100;V;2;2,0000000000;0
Rentas;2010;101;M;4;2,8410958904;1
Rentas;2010;101;V;6;6,0000000000;0
Rentas;2010;102;M;1;1,0000000000;0
Rentas;2010;104;M;2;2,0000000000;0
Rentas;2011;19;V;1;1,0000000000;0
Rentas;2011;25;M;1;0,3397260274;0
Rentas;2011;28;V;1;0,2547945205;0
Rentas;2011;36;M;1;1,0000000000;0
Rentas;2011;36;V;2;1,6849315068;0
Rentas;2011;38;V;2;2,0000000000;0
Rentas;2011;39;M;1;0,0328767123;0
Rentas;2011;39;V;2;2,0000000000;0
Rentas;2011;40;M;2;2,0000000000;0
Rentas;2011;40;V;1;1,0000000000;0
Rentas;2011;41;V;1;1,0000000000;0
Rentas;2011;43;M;2;2,0000000000;0
Rentas;2011;44;M;1;1,0000000000;0
Rentas;2011;44;V;2;2,0000000000;0
Rentas;2011;45;M;6;4,6027397260;0
Rentas;2011;45;V;7;6,5013698630;0
Rentas;2011;46;M;6;5,2794520548;0
Rentas;2011;46;V;5;4,8575342466;0
Rentas;2011;47;M;2;2,0000000000;0
Rentas;2011;47;V;2;1,3397260274;0
Rentas;2011;48;M;1;0,9890410959;0
Rentas;2011;48;V;3;2,9698630137;0
Rentas;2011;49;M;5;5,0000000000;0
Rentas;2011;49;V;3;2,2712328767;0
Rentas;2011;50;M;9;7,7315068493;0
Rentas;2011;50;V;14;13,761643836;0
Rentas;2011;51;M;5;5,0000000000;0
Rentas;2011;51;V;17;16,095890411;0
Rentas;2011;52;M;6;6,0000000000;0
Rentas;2011;52;V;7;6,4356164384;0
Rentas;2011;53;M;9;9,0000000000;0
Rentas;2011;53;V;5;5,0000000000;0
Rentas;2011;54;M;13;12,284931507;0
Rentas;2011;54;V;19;18,334246575;0
Rentas;2011;55;M;6;4,6164383562;0
Rentas;2011;55;V;12;11,605479452;0
Rentas;2011;56;M;10;10,000000000;0
Rentas;2011;56;V;26;24,936986301;0
Rentas;2011;57;M;22;20,564383562;0
Rentas;2011;57;V;15;15,000000000;0
Rentas;2011;58;M;25;24,224657534;0
Rentas;2011;58;V;18;17,539726027;0
Rentas;2011;59;M;21;21,000000000;0
Rentas;2011;59;V;26;24,553424658;1
Rentas;2011;60;M;34;32,750684932;0
Rentas;2011;60;V;49;47,071232877;0
Rentas;2011;61;M;41;38,161643836;0
Rentas;2011;61;V;50;48,468493151;0
Rentas;2011;62;M;40;34,520547945;1
Rentas;2011;62;V;50;47,597260274;0
Rentas;2011;63;M;83;75,016438356;1
Rentas;2011;63;V;58;53,531506849;2
Rentas;2011;64;M;60;57,082191781;0
Rentas;2011;64;V;76;74,627397260;1
Rentas;2011;65;M;94;90,772602740;0
Rentas;2011;65;V;87;79,852054795;0
Rentas;2011;66;M;138;131,48219178;0
Rentas;2011;66;V;117;109,99178082;0
Rentas;2011;67;M;132;128,78082192;0
Rentas;2011;67;V;153;148,27945205;1
Rentas;2011;68;M;160;148,46301370;0
Rentas;2011;68;V;128;123,45753425;0
Rentas;2011;69;M;109;102,42191781;0
Rentas;2011;69;V;150;142,37260274;2
Rentas;2011;70;M;168;165,21369863;0
Rentas;2011;70;V;134;127,94520548;0
Rentas;2011;71;M;261;249,81917808;4
Rentas;2011;71;V;181;176,35616438;0
Rentas;2011;72;M;165;155,08219178;4
Rentas;2011;72;V;172;162,49041096;3
Rentas;2011;73;M;234;231,09041096;0
Rentas;2011;73;V;167;157,57534247;3
Rentas;2011;74;M;253;241,48767123;0
Rentas;2011;74;V;195;183,69315068;3
Rentas;2011;75;M;374;354,60821918;7
Rentas;2011;75;V;231;219,84657534;3
Rentas;2011;76;M;324;305,21369863;4
Rentas;2011;76;V;289;276,58082192;4
Rentas;2011;77;M;399;384,14520548;5
Rentas;2011;77;V;262;253,40000000;1
Rentas;2011;78;M;402;382,54520548;4
Rentas;2011;78;V;345;318,61095890;11
Rentas;2011;79;M;488;476,78356164;14
Rentas;2011;79;V;294;283,35342466;5
Rentas;2011;80;M;451;435,76438356;5
Rentas;2011;80;V;293;279,52054795;4
Rentas;2011;81;M;526;510,68493151;3
Rentas;2011;81;V;250;235,38082192;10
Rentas;2011;82;M;445;424,68767123;5
Rentas;2011;82;V;244;234,09315068;3
Rentas;2011;83;M;519;495,70958904;8
Rentas;2011;83;V;257;241,57808219;9
Rentas;2011;84;M;438;406,48219178;14
Rentas;2011;84;V;205;194,54794521;8
Rentas;2011;85;M;456;438,89589041;4
Rentas;2011;85;V;249;226,88493151;18
Rentas;2011;86;M;473;439,96164384;35
Rentas;2011;86;V;169;160,58904110;4
Rentas;2011;87;M;409;392,00273973;14
Rentas;2011;87;V;175;158,05479452;13
Rentas;2011;88;M;395;374,20000000;19
Rentas;2011;88;V;184;169,47397260;19
Rentas;2011;89;M;296;271,21095890;25
Rentas;2011;89;V;133;127,66849315;8
Rentas;2011;90;M;245;224,35616438;13
Rentas;2011;90;V;114;106,16164384;13
Rentas;2011;91;M;245;223,61917808;15
Rentas;2011;91;V;63;59,082191781;4
Rentas;2011;92;M;129;124,52876712;2
Rentas;2011;92;V;29;27,479452055;2
Rentas;2011;93;M;130;114,82739726;15
Rentas;2011;93;V;44;40,761643836;3
Rentas;2011;94;M;106;93,835616438;9
Rentas;2011;94;V;17;15,035616438;2
Rentas;2011;95;M;67;52,857534247;18
Rentas;2011;95;V;15;14,893150685;1
Rentas;2011;96;M;58;52,679452055;5
Rentas;2011;96;V;27;22,490410959;9
Rentas;2011;97;M;28;24,783561644;3
Rentas;2011;97;V;15;11,802739726;7
Rentas;2011;98;M;12;11,054794521;2
Rentas;2011;98;V;10;9,6958904110;1
Rentas;2011;99;M;14;10,443835616;2
Rentas;2011;99;V;5;5,0000000000;0
Rentas;2011;100;M;4;3,1150684932;1
Rentas;2011;100;V;1;1,0000000000;0
Rentas;2011;101;M;3;2,0109589041;1
Rentas;2011;101;V;2;2,0000000000;0
Rentas;2011;102;M;2;1,0356164384;0
Rentas;2011;102;V;6;4,3205479452;0
Rentas;2011;103;M;1;1,0000000000;0
Rentas;2011;105;M;2;1,2794520548;2
Rentas;2012;20;V;1;1,0000000000;0
Rentas;2012;26;M;1;1,0000000000;0
Rentas;2012;29;V;1;1,0000000000;0
Rentas;2012;37;M;1;1,0000000000;0
Rentas;2012;37;V;1;1,0000000000;0
Rentas;2012;39;V;2;2,0000000000;0
Rentas;2012;40;V;2;2,0000000000;0
Rentas;2012;41;M;2;2,0000000000;0
Rentas;2012;41;V;1;0,4207650273;0
Rentas;2012;42;V;1;1,0000000000;0
Rentas;2012;44;M;2;1,8688524590;0
Rentas;2012;45;M;1;1,0000000000;0
Rentas;2012;45;V;2;2,0000000000;0
Rentas;2012;46;M;4;4,0000000000;0
Rentas;2012;46;V;6;6,0000000000;0
Rentas;2012;47;M;5;5,0000000000;0
Rentas;2012;47;V;4;4,0000000000;0
Rentas;2012;48;M;2;2,0000000000;0
Rentas;2012;48;V;1;0,2978142077;0
Rentas;2012;49;V;3;2,3551912568;0
Rentas;2012;50;M;5;5,0000000000;0
Rentas;2012;50;V;2;2,0000000000;0
Rentas;2012;51;M;7;7,0000000000;0
Rentas;2012;51;V;13;13,000000000;0
Rentas;2012;52;M;5;5,0000000000;0
Rentas;2012;52;V;16;16,000000000;0
Rentas;2012;53;M;6;5,6775956284;0
Rentas;2012;53;V;6;6,0000000000;0
Rentas;2012;54;M;9;8,7841530055;0
Rentas;2012;54;V;5;4,3387978142;0
Rentas;2012;55;M;12;12,000000000;0
Rentas;2012;55;V;18;18,000000000;0
Rentas;2012;56;M;4;2,8032786885;0
Rentas;2012;56;V;11;10,360655738;0
Rentas;2012;57;M;10;9,6775956284;0
Rentas;2012;57;V;24;22,612021858;0
Rentas;2012;58;M;20;19,838797814;0
Rentas;2012;58;V;15;12,270491803;0
Rentas;2012;59;M;25;24,846994536;0
Rentas;2012;59;V;16;16,000000000;0
Rentas;2012;60;M;21;20,169398907;0
Rentas;2012;60;V;24;23,005464481;0
Rentas;2012;61;M;32;29,882513661;1
Rentas;2012;61;V;46;33,893442623;0
Rentas;2012;62;M;39;35,571038251;0
Rentas;2012;62;V;48;47,180327869;0
Rentas;2012;63;M;35;34,609289617;0
Rentas;2012;63;V;47;45,969945355;0
Rentas;2012;64;M;72;68,483606557;0
Rentas;2012;64;V;54;53,420765027;0
Rentas;2012;65;M;58;52,819672131;0
Rentas;2012;65;V;75;73,978142077;0
Rentas;2012;66;M;91;88,622950820;0
Rentas;2012;66;V;84;75,172131148;2
Rentas;2012;67;M;134;129,19672131;1
Rentas;2012;67;V;115;102,08743169;0
Rentas;2012;68;M;126;121,38524590;1
Rentas;2012;68;V;150;147,13934426;3
Rentas;2012;69;M;144;137,60655738;0
Rentas;2012;69;V;124;121,46448087;0
Rentas;2012;70;M;102;97,450819672;0
Rentas;2012;70;V;137;127,12021858;0
Rentas;2012;71;M;165;154,52732240;0
Rentas;2012;71;V;124;120,24316940;1
Rentas;2012;72;M;249;239,96174863;0
Rentas;2012;72;V;176;167,31147541;3
Rentas;2012;73;M;146;142,69125683;1
Rentas;2012;73;V;156;149,51092896;0
Rentas;2012;74;M;229;222,73770492;2
Rentas;2012;74;V;157;151,54371585;4
Rentas;2012;75;M;240;226,07377049;2
Rentas;2012;75;V;177;162,25683060;15
Rentas;2012;76;M;351;344,41256831;3
Rentas;2012;76;V;219;209,60655738;0
Rentas;2012;77;M;311;299,08743169;3
Rentas;2012;77;V;269;258,65573770;6
Rentas;2012;78;M;376;354,27595628;10
Rentas;2012;78;V;252;240,85245902;6
Rentas;2012;79;M;387;378,06830601;4
Rentas;2012;79;V;321;300,73224044;7
Rentas;2012;80;M;469;454,77049180;3
Rentas;2012;80;V;277;263,59836066;4
Rentas;2012;81;M;438;421,76229508;15
Rentas;2012;81;V;283;268,76502732;2
Rentas;2012;82;M;510;487,38251366;35
Rentas;2012;82;V;229;222,60109290;5
Rentas;2012;83;M;425;414,20765027;6
Rentas;2012;83;V;227;213,61202186;4
Rentas;2012;84;M;489;466,50546448;32
Rentas;2012;84;V;237;221,42349727;22
Rentas;2012;85;M;408;388,22677596;8
Rentas;2012;85;V;191;181,47267760;8
Rentas;2012;86;M;437;412,81693989;30
Rentas;2012;86;V;222;210,04918033;12
Rentas;2012;87;M;426;397,30601093;26
Rentas;2012;87;V;158;140,25409836;15
Rentas;2012;88;M;385;365,43715847;21
Rentas;2012;88;V;156;146,70218579;9
Rentas;2012;89;M;361;340,54918033;19
Rentas;2012;89;V;159;149,69945355;11
Rentas;2012;90;M;268;258,98633880;16
Rentas;2012;90;V;119;113,84699454;6
Rentas;2012;91;M;219;195,50819672;25
Rentas;2012;91;V;97;85,956284153;21
Rentas;2012;92;M;228;210,88251366;20
Rentas;2012;92;V;56;49,795081967;6
Rentas;2012;93;M;123;118,17213115;7
Rentas;2012;93;V;27;25,278688525;1
Rentas;2012;94;M;110;104,19945355;6
Rentas;2012;94;V;37;26,661202186;10
Rentas;2012;95;M;89;79,032786885;14
Rentas;2012;95;V;14;13,133879781;3
Rentas;2012;96;M;48;46,024590164;3
Rentas;2012;96;V;14;12,896174863;2
Rentas;2012;97;M;49;40,453551913;22
Rentas;2012;97;V;17;14,792349727;1
Rentas;2012;98;M;24;15,754098361;16
Rentas;2012;98;V;8;5,4234972678;5
Rentas;2012;99;M;9;7,5054644809;2
Rentas;2012;99;V;9;7,9699453552;2
Rentas;2012;100;M;8;6,1693989071;4
Rentas;2012;100;V;5;4,5710382514;0
Rentas;2012;101;M;3;2,9262295082;1
Rentas;2012;101;V;1;1,0000000000;0
Rentas;2012;102;M;2;2,0000000000;0
Rentas;2012;102;V;2;1,0655737705;1
Rentas;2012;103;M;1;1,0000000000;0
Rentas;2012;103;V;3;3,0000000000;0
Rentas;2012;104;M;1;1,0000000000;0
Rentas;2013;21;V;1;1,0000000000;0
Rentas;2013;27;M;1;1,0000000000;0
Rentas;2013;30;V;1;1,0000000000;0
Rentas;2013;38;M;1;1,0000000000;0
Rentas;2013;38;V;1;1,0000000000;0
Rentas;2013;40;V;2;2,0000000000;0
Rentas;2013;41;V;2;2,0000000000;0
Rentas;2013;42;M;2;2,0000000000;0
Rentas;2013;43;V;1;1,0000000000;0
Rentas;2013;45;M;1;1,0000000000;0
Rentas;2013;46;M;1;1,0000000000;0
Rentas;2013;46;V;2;2,0000000000;0
Rentas;2013;47;M;4;4,0000000000;0
Rentas;2013;47;V;6;6,0000000000;0
Rentas;2013;48;M;5;5,0000000000;0
Rentas;2013;48;V;4;3,6027397260;0
Rentas;2013;49;M;2;2,0000000000;0
Rentas;2013;50;V;2;2,0000000000;0
Rentas;2013;51;M;5;5,0000000000;0
Rentas;2013;51;V;2;2,0000000000;0
Rentas;2013;52;M;7;6,9232876712;0
Rentas;2013;52;V;13;13,000000000;0
Rentas;2013;53;M;5;5,0000000000;0
Rentas;2013;53;V;16;15,854794521;0
Rentas;2013;54;M;5;4,8465753425;0
Rentas;2013;54;V;6;5,5479452055;0
Rentas;2013;55;M;7;7,0000000000;0
Rentas;2013;55;V;4;4,0000000000;0
Rentas;2013;56;M;12;12,000000000;0
Rentas;2013;56;V;18;17,701369863;1
Rentas;2013;57;M;1;1,0000000000;0
Rentas;2013;57;V;10;10,000000000;0
Rentas;2013;58;M;9;9,0000000000;0
Rentas;2013;58;V;20;18,090410959;0
Rentas;2013;59;M;19;18,547945205;0
Rentas;2013;59;V;12;12,000000000;0
Rentas;2013;60;M;24;24,000000000;0
Rentas;2013;60;V;16;15,090410959;0
Rentas;2013;61;M;20;18,347945205;0
Rentas;2013;61;V;23;22,424657534;0
Rentas;2013;62;M;29;28,279452055;0
Rentas;2013;62;V;30;29,463013699;0
Rentas;2013;63;M;34;30,479452055;0
Rentas;2013;63;V;47;45,400000000;0
Rentas;2013;64;M;34;32,742465753;0
Rentas;2013;64;V;45;42,205479452;1
Rentas;2013;65;M;66;63,068493151;1
Rentas;2013;65;V;53;51,553424658;0
Rentas;2013;66;M;50;49,660273973;0
Rentas;2013;66;V;72;71,427397260;0
Rentas;2013;67;M;85;80,079452055;0
Rentas;2013;67;V;71;69,739726027;0
Rentas;2013;68;M;127;123,67397260;0
Rentas;2013;68;V;97;95,304109589;0
Rentas;2013;69;M;115;114,16712329;0
Rentas;2013;69;V;140;129,74520548;1
Rentas;2013;70;M;133;129,63835616;1
Rentas;2013;70;V;119;117,92876712;0
Rentas;2013;71;M;93;90,030136986;0
Rentas;2013;71;V;121;116,41095890;0
Rentas;2013;72;M;142;138,44931507;3
Rentas;2013;72;V;117;106,72328767;0
Rentas;2013;73;M;235;225,49315068;2
Rentas;2013;73;V;159;151,57808219;2
Rentas;2013;74;M;139;136,77808219;0
Rentas;2013;74;V;147;140,70410959;0
Rentas;2013;75;M;217;211,16164384;1
Rentas;2013;75;V;146;144,30958904;3
Rentas;2013;76;M;216;206,67671233;5
Rentas;2013;76;V;149;143,12054795;4
Rentas;2013;77;M;338;330,67945205;6
Rentas;2013;77;V;203;197,73698630;3
Rentas;2013;78;M;287;280,27671233;8
Rentas;2013;78;V;246;239,21369863;5
Rentas;2013;79;M;340;321,88219178;25
Rentas;2013;79;V;227;212,62191781;8
Rentas;2013;80;M;370;365,59178082;4
Rentas;2013;80;V;282;274,29589041;5
Rentas;2013;81;M;445;436,71780822;2
Rentas;2013;81;V;252;245,91232877;2
Rentas;2013;82;M;404;389,26301370;9
Rentas;2013;82;V;257;250,26849315;8
Rentas;2013;83;M;451;433,85479452;18
Rentas;2013;83;V;213;205,96164384;3
Rentas;2013;84;M;405;389,95342466;12
Rentas;2013;84;V;205;188,89041096;23
Rentas;2013;85;M;441;428,50684932;16
Rentas;2013;85;V;202;192,91506849;13
Rentas;2013;86;M;372;359,38904110;16
Rentas;2013;86;V;170;156,65479452;20
Rentas;2013;87;M;389;361,25479452;27
Rentas;2013;87;V;201;184,04657534;19
Rentas;2013;88;M;377;358,50410959;18
Rentas;2013;88;V;124;121,02739726;4
Rentas;2013;89;M;347;328,49863014;32
Rentas;2013;89;V;137;129,03561644;16
Rentas;2013;90;M;324;307,73972603;29
Rentas;2013;90;V;145;125,60821918;24
Rentas;2013;91;M;243;224,80273973;27
Rentas;2013;91;V;105;94,961643836;12
Rentas;2013;92;M;183;169,99452055;17
Rentas;2013;92;V;73;64,994520548;8
Rentas;2013;93;M;198;175,59726027;15
Rentas;2013;93;V;47;44,876712329;2
Rentas;2013;94;M;112;107,53150685;6
Rentas;2013;94;V;24;21,386301370;4
Rentas;2013;95;M;100;89,134246575;6
Rentas;2013;95;V;24;18,884931507;6
Rentas;2013;96;M;72;63,673972603;14
Rentas;2013;96;V;11;8,6136986301;3
Rentas;2013;97;M;44;36,331506849;12
